default,age,acadmos,adepcnt,majordrg,minordrg,ownrent,income,selfempl,incper,exp_inc,spending
0,39.5,66,0,0,3,1,3333.333333,0,40000,0.0676842,225.6141603
0,38.5833321,24,1,0,0,1,2916.666667,0,17500,0.0485237,141.5275068
0,39.75,96,4,0,0,1,2500,0,14000,0.0022714,5.6785712
0,33,6,1,0,0,1,3333.333333,0,20000,0.1961158,653.7192067
1,36.0833321,41,3,2,1,1,3975,0,12050,0.0771751,306.7710349
0,43.1666679,60,1,0,1,1,3371.666667,1,20605,0.0707539,238.5587243
0,23.166666,50,0,0,0,0,1458.333333,0,17500,0.1371628,200.0291552
0,48.9166679,32,0,0,0,1,2666.666667,0,32000,0.0020625,5.5
0,27.666666,24,0,0,0,0,2083.333333,0,30000,0.1860903,387.6881984
0,20.166666,3,0,0,0,0,1250,0,15000,0.1196407,149.5508291
0,33.9166679,6,2,0,0,1,2916.666667,0,11666.66699,0.3022717,881.625774
0,40.1666679,123,0,0,0,1,4000,0,50000,0.0115682,46.2728031
0,26.166666,14,0,0,0,0,2000,0,24000,0.028045,56.090001
0,25,4,0,0,0,0,1525.333333,0,18804,0.0029781,4.5425795
0,34.25,48,2,0,0,1,3916.666667,0,15666.66699,0.0182515,71.4850019
0,32.4166679,28,2,0,0,1,2600,0,12733.33301,0.022199,57.7172771
0,25.416666,16,0,0,0,0,2625,0,34700,0.3377314,886.5449801
0,47.25,48,1,0,1,1,4583.333333,0,35000,0.0690596,316.5230434
0,21.083334,6,0,0,0,0,1500,0,18000,0.1368711,205.3066716
0,27.666666,6,0,0,0,1,2541.666667,0,80500,0.0796948,202.5575601
0,31.916666,53,3,0,0,1,3416.666667,0,12000,0.0404375,138.1614615
0,23.5,39,0,0,0,0,2550,0,30600,0.2057993,524.7883201
1,20.833334,6,0,0,0,0,1450,0,17400,0.0277115,40.1816661
0,19.666666,133,0,0,1,0,1862.333333,0,22348,0.044749,83.3374973
0,38.75,2,0,1,0,1,1333.333333,0,28000,0.0440396,58.7195208
0,55.9166679,144,0,0,0,1,1833.333333,0,22000,0.005,9.1666665
0,36.6666679,36,0,0,0,0,1333.333333,0,16000,0.1721744,229.565839
0,63.9166679,240,1,1,1,1,2083.333333,0,12500,0.0749688,156.1849999
0,22.166666,156,0,0,0,0,2500,0,30000,0.0861373,215.3433301
0,31,99,0,0,0,1,3000,0,36000,0.0586083,175.8249924
0,26.416666,18,0,0,0,0,2166.666667,0,26000,0.3085154,668.4499681
0,37.5833321,145,1,0,0,1,2500,0,20000,0.0362947,90.7368679
0,35.5,45,4,0,0,1,2583.333333,0,6200,0.0018065,4.6666666
0,40.4166679,114,3,0,0,1,5833.333333,0,17500,0.0413566,241.2466643
0,29.083334,120,0,0,1,0,2554.166667,0,40100,0.0027431,7.0064423
0,34.9166679,84,2,0,1,1,2000,0,8000,0.1702429,340.4858112
0,51.5833321,120,1,0,0,1,8333.25,0,62499.5,0.2975549,2479.598959
0,36.75,18,0,0,0,1,3696.333333,0,44356,0.0139221,51.4608323
0,24.333334,36,0,0,0,0,1558.333333,0,18700,0.0596652,92.9783329
0,29.583334,42,1,0,0,1,3416.666667,0,20500,0.1025639,350.4266422
0,41.9166679,36,3,0,0,1,4583.333333,0,13750,0.1437067,658.6558186
0,31.5,6,0,0,0,0,1333.333333,0,16000,0.2253456,300.4608353
0,38.4166679,60,1,0,0,1,3416.666667,0,39500,0.0456278,155.895145
0,24.333334,6,0,0,0,0,1958.333333,0,23500,0.0172196,33.7216679
0,33.1666679,24,0,0,0,0,2500,0,38000,0.1023416,255.8539435
0,31.25,96,3,0,0,1,2500,0,7500,0.029871,74.6774999
0,25.333334,7,0,0,0,0,2970,0,35640,0.0728695,216.4224873
0,23.333334,6,1,0,0,0,2683.333333,0,23350,0.0388505,104.2489348
0,20.666666,146,0,0,0,0,1166.666667,0,15000,0.0074,8.6333333
0,41.3333321,180,0,3,3,1,3127.25,0,42927,0.0567126,177.3543544
0,50.5,84,1,0,1,0,2250,0,13500,0.0509311,114.5949997
0,25.166666,36,0,0,0,0,833.3333333,0,20000,0.039743,33.1191656
0,29.333334,12,0,0,0,1,2916.666667,0,35000,0.214128,624.5400074
0,29.25,3,1,0,0,0,2166.666667,0,13000,0.1439623,311.9183357
0,37.6666679,120,3,1,4,1,2666.666667,0,10500,0.0461895,123.1720646
0,46.5,7,1,0,0,1,4166.666667,0,25000,0.02724,113.5000028
0,27.083334,13,0,0,0,1,2916.666667,0,35000,0.0565017,164.7966619
0,22.416666,12,0,0,0,0,1333.333333,0,16000,0.0168125,22.4166662
0,32.5,12,1,0,0,0,2100,0,12600,0.1314988,276.1475086
0,28.083334,116,0,0,0,0,1280,0,76800,0.0135758,17.3769999
0,50.5833321,240,0,0,0,1,2500,0,40000,0.0473397,118.3493715
0,21.083334,6,0,0,0,1,2000,0,28200,0.1163138,232.6276451
0,24.666666,31,2,0,0,1,1583.333333,0,7583.333496,0.0498347,78.9049805
0,27.833334,14,0,0,0,0,3583.333333,0,43000,0.1832309,656.5775226
0,26.25,38,0,0,0,1,4000,0,53280,0.0512102,204.8408389
0,30.166666,8,2,0,0,1,4125,0,16500,0.2928951,1208.192445
0,27.583334,11,0,0,0,1,2666.666667,1,32000,0.1048609,279.6291709
0,35.5833321,14,0,0,0,0,2916.666667,0,35000,0.0022777,6.6433338
0,54.75,12,1,0,0,0,2833.333333,0,17000,0.0760374,215.4391718
0,26.25,61,2,0,0,0,2000,0,8000,0.008625,17.2499996
0,43.8333321,204,0,0,0,1,2166.666667,1,26000,0.059175,128.2125072
0,28.916666,15,2,0,0,1,4166.666667,0,17666.66602,0.0348215,145.0896108
0,29,36,0,0,0,0,2400,0,28800,0.0022917,5.4999998
0,21.416666,131,0,0,0,1,1458.333333,0,17500,0.0244583,35.6683329
0,37.3333321,19,0,0,0,1,2590.416667,0,35408,0.0425904,110.3268198
0,43.5,60,4,0,0,1,3541.666667,0,17700,0.0194016,68.7139361
0,30.916666,61,5,1,0,0,2500,0,5000,0.086294,215.7350071
0,45.5833321,102,3,0,1,1,5833.333333,0,17500,0.1001029,583.9333311
0,22.833334,138,0,0,0,1,1916.666667,0,28000,0.0826318,158.3775816
0,24.333334,10,1,0,0,0,1800,0,19200,0.0119677,21.541875
0,25.166666,4,0,0,0,0,1908.333333,0,22900,0.0326638,62.3333327
0,33,19,0,0,0,0,1416.666667,0,17000,0.0636347,90.1491599
0,28.416666,13,0,0,0,0,1560,0,26208,0.0204235,31.860715
0,38.4166679,42,3,0,0,1,5083.333333,0,15250,0.0771051,391.9508364
0,47.1666679,60,2,0,0,1,5833.333333,0,40000,0.0371592,216.7618088
0,52,6,1,2,0,0,7166.666667,0,43000,0.289216,2072.714965
0,28.166666,5,0,0,1,0,2083.333333,0,25000,0.068944,143.6333327
0,29.333334,54,0,0,0,0,1582.833333,0,29794,0.1441807,228.2140183
0,27.083334,48,0,0,0,1,2708.333333,0,32500,0.0086015,23.2958318
0,24.75,27,1,0,0,0,1458.333333,0,9500,0.636692,928.5092354
0,45.5833321,28,0,0,0,0,1750,0,21000,0.0138243,24.1925004
0,43.5833321,2,0,1,0,0,1625,0,19500,0.3909959,635.3683695
0,23.5,5,0,0,0,0,2000,0,24000,0.3664508,732.9016328
0,31.416666,92,3,0,0,0,2500,0,7500,0.0241,60.2500001
0,36.25,24,2,1,1,1,6114,0,24456,0.1011166,618.2266503
0,59,150,1,0,0,0,2208.333333,0,13250,0.0620192,136.9591635
0,24,12,0,0,0,0,1666.666667,0,20000,0.0251035,41.8391669
0,44.4166679,96,4,1,3,1,2833.333333,0,6800,0.0187879,53.2324994
0,27.833334,44,0,0,0,1,3291.666667,0,39500,0.0029873,9.8333332
0,23,62,0,0,0,0,2166.666667,0,26000,0.0768035,166.4074982
0,45.0833321,120,0,0,0,0,3250,0,39000,0.09064,294.5800032
0,21.5,15,0,0,0,0,2080,0,24960,0.131004,272.4883318
0,41,132,3,0,0,1,3291.666667,0,9875,0.0132086,43.4783321
0,45.6666679,216,3,0,0,1,3750,0,11250,0.024664,92.4899988
0,33.5,25,1,0,0,0,2666.666667,0,16000,0.0461272,123.0058372
0,36.75,126,4,0,0,1,2291.666667,0,5500,0.0115051,26.3658327
1,20.166666,2,0,0,0,0,1225,0,18540,0.0649407,79.5523191
0,44.3333321,66,1,0,0,1,3000,0,18000,0.0412608,123.7825043
0,37.8333321,114,3,0,0,1,5000,0,15000,0.0203408,101.7041691
0,40.9166679,84,1,0,0,1,2500,0,20000,0.0033123,8.2806253
0,54.5,120,1,0,0,1,3583.333333,0,21500,0.1763946,632.0807983
0,27.166666,156,0,0,0,0,2108.333333,0,25300,0.0269541,56.8283326
0,40.0833321,11,2,0,0,1,5000,0,20000,0.0143537,71.7683323
0,34.5,18,5,0,2,1,3500,0,7000,0.1430255,500.5891547
0,34.9166679,108,0,0,0,1,1666.666667,0,20000,0.0803115,133.8524992
0,40.3333321,150,0,0,0,1,1666.666667,0,68000,0.0426299,71.0497548
0,21.916666,16,0,0,0,0,2000,0,24000,0.0179458,35.891667
0,46.25,3,3,1,0,1,2500,0,14250,0.0801988,200.4969306
0,32.4166679,6,3,0,0,1,2500,1,7500,0.019874,49.6850023
0,31.75,18,0,0,0,1,2500,0,30000,0.0735337,183.8341728
0,34.0833321,12,2,0,0,0,2500,0,16666.66602,0.0325064,81.2660065
1,43.75,24,0,1,3,1,3349.5,0,40194,0.0532015,178.198338
0,24.25,6,0,0,0,0,2000,0,24000,0.0903979,180.7958335
0,28.666666,6,0,2,0,0,2666.666667,0,32000,0.0468153,124.8408258
0,39.1666679,48,0,0,0,1,2500,0,80000,0.0236689,59.1721898
0,28.166666,48,2,0,0,1,2083.333333,0,11666.66699,0.1119657,233.2618926
0,35.5833321,64,0,0,0,1,2000,0,24000,0.0375079,75.0158355
0,38.25,6,0,0,3,1,1583.333333,0,19000,0.1303037,206.3141614
0,22.25,62,0,0,0,0,1666.666667,0,20000,0.202128,336.8800133
0,52.6666679,252,3,0,0,1,3333.333333,0,10000,0.0136802,45.6008315
0,21.416666,120,0,0,0,0,1416.666667,0,20000,0.0353885,50.1337076
0,34.0833321,36,3,1,0,1,4666.666667,1,20250,0.1107659,516.9076572
0,30,28,5,1,0,1,3333.333333,0,6666.666504,0.0510542,170.1808224
0,28.833334,148,0,0,0,1,2500,0,35000,0.16045,401.1249915
0,29.833334,42,1,0,0,0,2083.333333,0,12500,0.1150592,239.7066603
0,23,6,0,0,0,0,2000,0,24000,0.0171817,34.3633331
0,51.3333321,84,0,0,0,1,3166.666667,0,38000,0.0528395,167.3249975
0,48.5833321,156,0,1,0,1,2166.666667,0,26000,0.0168092,36.4199998
0,33.9166679,12,0,1,0,0,1666.666667,0,20000,0.9063205,1510.534187
1,23.333334,32,0,2,2,1,1833.333333,0,22000,0.1069345,196.0466566
0,32.9166679,24,4,0,2,1,2666.666667,0,7000,0.1018723,271.6594338
0,28.083334,14,0,0,0,1,3750,1,51000,0.0364102,136.5382271
0,28.25,24,3,0,0,1,2857.5,0,8572.5,0.2626603,750.5517071
0,31.083334,88,1,0,0,1,2500,0,28000,0.0017143,4.2857142
0,22.5,12,0,0,0,0,1125,0,39500,0.0412296,46.3833231
0,31.333334,31,1,0,0,1,2500,1,15000,0.072205,180.5124991
1,41.6666679,24,3,0,0,1,2916.666667,0,8750,0.0003429,1
0,32.0833321,28,4,0,0,1,2916.666667,0,7000,0.0549931,160.3966625
0,22.583334,217,0,0,0,0,2666.666667,0,32000,0.0307722,82.0591648
0,27.833334,24,0,0,0,1,2241.666667,0,26900,0.1804342,404.4733588
0,26.166666,6,0,0,0,0,2166.666667,0,26000,0.0188208,40.7783352
1,39.1666679,123,3,0,1,1,4375,0,13125,0.0249762,109.270832
0,28.333334,240,0,0,0,0,1833.333333,0,22000,0.1966114,360.4541595
0,36.9166679,36,0,0,0,0,2434.666667,0,29216,0.2515053,612.3316802
0,25.666666,8,0,0,0,0,1916.666667,0,23000,0.2209209,423.4316498
0,33.6666679,75,2,0,0,1,2666.666667,0,10666.66699,0.2102294,560.6116454
0,29.5,36,9,0,0,0,3000,0,3600,0.0444322,133.2966574
0,23.333334,64,0,0,0,1,1333.333333,0,16000,0.1076744,143.5658336
0,28.416666,6,0,0,0,1,2500,0,30000,0.0460267,115.0666736
1,24.166666,32,0,0,0,0,1750,0,21000,0.3573543,625.3699958
0,45.25,26,1,0,0,1,1621.666667,0,9730,0.069147,112.1333338
0,52.1666679,100,0,1,2,1,2583.333333,0,31000,0.0323542,83.5816696
0,46.8333321,15,2,0,0,1,5416.666667,0,21666.66602,0.0627383,339.8324953
0,22.75,45,0,0,0,0,1583.333333,0,19000,0.0411005,65.0758361
0,23.75,8,0,0,0,0,1350,0,16800,0.1165006,157.2758015
0,28.416666,156,0,0,0,0,1833.333333,0,22000,2.0377278,3735.83436
0,50.1666679,132,2,0,0,1,3416.666667,1,23666.66602,0.0189037,64.5875102
0,25.833334,16,0,0,0,1,3000,0,41000,0.0845502,253.6507174
0,26.666666,24,0,0,0,0,2150,0,27800,0.0727676,156.450389
0,51.25,39,2,0,1,1,4750,0,19000,0.084106,399.5033503
0,49.25,132,1,0,0,0,2883.333333,0,17300,0.0252601,72.8333317
0,37.9166679,27,0,1,0,1,3063.5,0,36762,0.0373198,114.329167
0,34.5,12,0,0,0,1,2750,0,33000,0.0812391,223.4074958
0,36.0833321,24,2,0,0,1,3666.666667,0,14666.66699,0.1315073,482.1932962
0,26.333334,5,0,0,0,0,2166.666667,0,26000,0.0758896,164.4275039
0,40.1666679,57,3,0,0,1,5000,0,15000,0.1128498,564.2491579
0,46.9166679,96,2,0,0,1,5833.333333,0,23333.33398,0.1233476,719.5275091
0,32.9166679,43,4,0,0,1,3500,0,8400,0.2250448,787.6566499
0,26.333334,60,0,0,0,0,2041.666667,0,24500,0.0299824,61.2141677
0,51.25,108,1,0,0,0,3041.666667,0,26500,0.0434419,132.1357425
0,24.333334,24,1,0,0,0,1666.666667,0,10000,0.0452115,75.3524962
0,24.333334,24,0,0,0,0,1666.666667,0,23000,0.0783222,130.5369536
0,30,15,0,0,0,1,3516.666667,0,42200,0.172172,605.4716731
0,22.666666,120,0,0,0,0,2375,0,28500,0.2776951,659.5259085
0,26.75,48,0,0,0,0,2000,0,27000,0.1215911,243.1822121
0,19.666666,99,0,0,0,0,1541.666667,0,18500,0.0708432,109.2166649
0,57.0833321,60,3,0,1,1,5083.333333,0,17250,0.0001739,0.8840579
0,28.5,6,3,0,1,1,3091.666667,0,9275,0.0797154,246.4533327
0,35.8333321,12,1,0,0,0,1958.333333,0,12250,0.0349269,68.3985904
0,29.25,50,0,0,0,1,1883.333333,0,22600,0.041469,78.0999996
1,38.5833321,24,4,0,0,1,3166.666667,0,7600,0.0110205,34.8983333
0,21.25,3,0,0,0,0,1321.666667,0,15860,0.0607812,80.3324952
0,27.916666,12,1,0,0,0,2100,0,12600,0.0896123,188.1858408
0,32.5833321,54,0,0,0,0,2583.333333,0,31000,0.025229,65.1749973
0,28.5,12,1,0,0,1,3750,0,25000,0.0584756,219.2835091
0,47.5833321,99,2,0,0,1,2750,0,13893.33301,0.08284,227.8099265
0,23.666666,87,0,0,0,1,1458.333333,0,17700,0.0062147,9.0630888
0,24.333334,24,0,0,3,0,2083.333333,0,30000,0.2254453,469.6777711
0,29,12,0,0,0,0,2083.333333,0,25000,0.5263956,1096.657415
0,26.166666,13,0,0,0,0,2897.916667,0,34775,0.0397001,115.0475011
0,26.083334,6,0,0,0,1,4166.666667,0,50000,0.0728388,303.4949924
0,27.416666,28,0,0,0,0,2500,0,36000,0.2347486,586.871542
0,33.5,4,0,0,1,0,2500,0,35000,0.094966,237.4150045
0,23.166666,15,0,0,0,0,2000,0,47500,0.0855008,171.0016876
1,35.6666679,24,1,0,0,0,3500,0,33500,0.1685385,589.8847878
0,23.583334,2,0,0,0,0,2500,0,30000,0.4627343,1156.835854
0,26.666666,5,0,0,1,0,2250,0,27000,0.0627882,141.2733402
0,29.25,21,0,0,0,0,2666.666667,0,32000,0.0605147,161.3725026
0,23.5,6,0,0,0,0,2300,0,27600,0.0588388,135.329162
0,25.833334,29,0,0,0,0,3083.333333,0,37000,0.0015135,4.6666666
0,25.916666,26,0,0,0,0,2000,0,24000,0.0023333,4.6666665
0,30.25,12,0,0,0,0,5000,0,60000,0.0459667,229.833331
0,23.333334,12,0,0,0,0,2166.666667,0,26000,0.0843304,182.7158233
0,24.083334,5,0,0,0,0,1500,0,40000,0.3987317,598.0976075
0,24.833334,10,0,0,0,0,2333.333333,0,28000,0.2993971,698.5933284
0,25.666666,24,0,0,0,0,3333.333333,0,40000,0.131638,438.7933513
0,25.583334,6,0,0,0,0,3333.333333,0,40000,0.2169833,723.2775291
0,27.166666,34,0,0,0,1,4458.333333,0,53500,0.0028785,12.8333329
1,27.333334,4,0,0,0,0,1833.333333,0,35500,0.0968048,177.4754487
0,24.583334,9,0,0,0,0,3208.333333,0,39500,0.1275709,409.2899623
0,43.75,35,0,0,0,1,5000,0,60000,0.004569,22.8450005
0,24.916666,7,0,0,0,0,2108.333333,0,25300,0.1143538,241.0958306
0,30.166666,24,0,0,0,0,2916.666667,0,35000,0.0921363,268.7308347
1,27.583334,24,0,0,0,0,1458.333333,0,27100,0.0320295,46.7097177
0,40.8333321,96,0,0,0,1,3750,0,45000,0.0228038,85.5141669
0,22.833334,16,0,0,0,1,2125,0,26000,0.1039711,220.9386854
0,32.1666679,24,2,0,0,0,1666.666667,0,6666.666504,0.023269,38.7816659
0,47.1666679,186,0,0,0,1,2916.666667,0,35000,0.1006009,293.419178
0,43.3333321,3,0,1,0,1,4000,0,48000,0.3706127,1482.450843
0,38,96,1,0,0,0,2916.666667,0,17500,0.1513371,441.3999679
0,29.833334,28,2,0,0,1,2500,0,10000,0.0185503,46.3758316
1,54.1666679,96,1,1,0,1,2000,0,12000,0.0005,1
1,58.25,228,0,0,1,1,1416.666667,0,17000,0.4569606,647.360834
0,45,203,2,0,0,1,1900,0,8400,0.1281448,243.4751779
0,34.0833321,185,1,0,3,0,1593.083333,0,9558.5,0.4044876,644.3824698
0,39.25,108,0,0,0,0,2166.666667,0,26000,0.0737665,159.8274969
0,23.25,2,0,0,0,0,1208.333333,0,19700,0.0374919,45.3026843
0,42.5833321,6,1,0,1,1,3416.666667,0,22300,0.1088056,371.7524813
1,31.5,5,1,0,0,1,1908.416667,0,11450.5,0.0518868,99.0216707
0,25,34,0,0,0,0,2100,0,25200,0.1312822,275.6925166
1,43.0833321,192,0,0,2,1,1696,0,59664,0.0470994,79.8806208
0,49.25,264,0,1,1,0,1337.5,0,42738,0.2217001,296.5239264
1,42,204,3,0,0,1,1166.666667,0,10205,0.0141989,16.5654096
0,62,270,0,0,0,1,1365,0,16380,0.0470018,64.1574996
0,62.5833321,300,1,1,0,0,666.6666667,0,8682.5,0.154387,102.9246549
0,21.5,7,0,0,0,0,1981.583333,0,23779,0.0179991,35.6666677
0,24.833334,192,0,0,0,0,1347,0,16164,0.0324951,43.7708345
0,25.833334,24,0,0,0,0,1950,0,26400,0.2025273,394.928176
0,27.333334,48,1,0,0,0,2800,0,16800,0.0141071,39.4999992
0,23.5,12,2,0,0,1,2275,0,9100,0.1668989,379.6950117
0,33.5833321,13,1,0,0,0,2125,0,18150,0.0030854,6.556474
0,28.083334,6,0,0,1,0,2083.333333,0,25000,0.1196872,249.3483325
0,38.5833321,208,3,0,0,1,2412.5,0,7237.5,0.2378843,573.8958329
1,38.25,3,0,0,0,1,1916.666667,0,23000,0.0676087,129.5833401
0,50.1666679,210,1,0,0,1,1000,1,13559,0.0417372,41.7372249
0,34.4166679,102,1,0,0,1,1833.333333,0,11000,0.0471818,86.5000008
0,47.8333321,168,0,0,0,1,2384.583333,0,28615,0.0393828,93.9116673
0,22.666666,33,0,0,0,0,1750,0,21000,0.1449828,253.719978
0,29.083334,12,0,0,0,0,1833.333333,0,22000,0.0118727,21.7666669
0,30.5,54,0,0,2,1,2916.666667,0,35000,0.0340394,99.2816718
0,22.666666,48,0,0,0,0,1583.333333,0,19000,0.1279053,202.5166688
0,31.416666,1,0,0,0,0,3541.666667,0,42500,0.1545943,547.5216452
0,52.6666679,300,1,0,0,1,2500,0,15000,0.0102233,25.558332
0,33.1666679,12,0,0,0,0,2291.666667,0,27500,0.0555655,127.3375074
0,39.5833321,43,3,0,0,1,6250,0,20250,0.0983362,614.6010943
0,40.6666679,60,1,0,0,0,1520.083333,0,9120.5,0.1062206,161.4641569
0,44,26,1,0,0,0,1800,0,10800,0.202044,363.6791646
0,58.5833321,96,1,0,0,1,5000,0,30000,0.0174673,87.336665
0,42,30,0,0,0,1,3750,0,45000,0.0067369,25.2633338
0,22.416666,149,0,0,0,0,1375,0,16500,0.1876473,258.0149937
0,26.416666,12,1,0,0,1,2750,0,16500,0.0672849,185.0333437
0,44.5833321,156,2,0,0,0,1500,0,6000,0.0473422,71.0133333
0,60.6666679,218,1,0,0,1,1916.666667,0,11500,0.1080531,207.101681
0,30.25,3,0,0,0,0,1500,0,18000,0.0556033,83.4049992
0,31.833334,54,3,0,0,0,2166.666667,0,7750,0.0423361,91.7282787
0,26.416666,15,0,0,0,0,2083.333333,0,25000,0.1040436,216.7574906
0,24.416666,18,0,0,0,0,1416.666667,0,39000,0.0421431,59.7026919
0,34.8333321,151,0,0,0,1,2291.666667,0,27500,0.0331495,75.9675005
0,28.166666,31,1,0,0,1,2916.666667,0,17500,0.0016,4.6666665
1,36.75,26,3,0,0,1,2500,0,8658.75,0.0097774,24.443483
0,48,313,2,1,5,1,2701.75,0,10807,0.1374131,371.2558413
0,23.833334,174,0,0,0,0,1625,0,19500,0.0894262,145.3174977
0,48.75,216,1,0,1,1,1916.666667,0,11500,0.139303,266.9975
0,41.5833321,108,3,0,1,1,5833.333333,0,17500,0.0362767,211.6141592
0,47.1666679,144,1,0,0,1,5833.333333,0,35000,0.0516719,301.4191768
0,32.8333321,48,4,0,0,0,3166.666667,0,7600,0.0303442,96.090006
0,28.166666,5,0,0,0,0,2333.333333,0,28000,0.096285,224.665001
0,24.75,144,0,0,0,0,2000,0,24000,0.0049504,9.9008335
1,32.75,26,0,0,0,0,1716.666667,0,20600,0.2140505,367.4533355
0,79.5,216,0,0,0,0,1000,1,30950,0.0064879,6.4878836
0,39.5,48,0,0,0,0,2525.25,0,30303,0.0425189,107.3708305
0,45.5,192,2,0,0,1,1800,0,7200,0.0159648,28.7366677
0,33.25,6,2,0,0,1,2500,0,10000,0.0102547,25.6366655
0,38.3333321,48,1,0,0,0,1500,0,9000,0.0427517,64.1274992
0,30.416666,144,0,0,0,0,1282.083333,0,15385,0.0302398,38.7700009
0,32.25,37,2,0,0,1,4583.333333,1,18333.33398,0.0241056,110.4841583
0,27.333334,12,0,0,0,0,2500,0,53000,0.0705883,176.4707454
0,31.583334,12,0,0,0,0,1833.333333,0,22000,0.0228636,41.9166656
0,22.416666,3,0,0,0,0,1625,0,19500,0.0373338,60.6674999
0,50.3333321,101,0,0,0,1,3250,0,39000,0.0016923,5.4999999
0,24.416666,2,0,0,0,0,1333.333333,0,16000,0.3979506,530.6008657
0,30.25,1,0,0,0,0,3750,0,45000,0.0472242,177.0908386
0,31.333334,24,0,0,0,1,1875,0,22500,0.0616111,115.5208354
0,28.333334,12,0,0,1,0,2250,0,28500,0.0931288,209.5397338
0,40.25,51,1,1,0,1,3083.333333,0,18500,0.0144681,44.6100006
0,24.583334,5,0,0,0,0,2583.333333,0,31000,0.1210694,312.7625051
0,29.666666,24,0,0,0,0,5833.333333,0,88000,0.0768488,448.2843913
0,23.75,6,0,0,0,0,2708.333333,0,36500,0.0769066,208.2886454
0,27.25,12,1,0,0,1,1000,0,16000,0.1571875,157.1875066
0,22.916666,2,0,0,0,0,2083.333333,0,25000,0.2395248,499.010024
0,50.8333321,206,2,0,0,1,4583.333333,0,18333.33398,0.056214,257.6474876
0,37.0833321,60,0,1,0,0,2500,0,30000,0.0036667,9.1666664
0,31.916666,14,4,0,0,1,2916.666667,1,7000,0.0223343,65.1416648
0,58,191,2,1,0,1,4166.666667,0,17333.33398,0.2295321,956.3837821
0,31.166666,41,3,0,0,1,4166.666667,0,12500,0.0200524,83.5516645
0,56,144,1,0,0,1,2833.333333,0,17000,0.0139482,39.520001
0,27.416666,36,0,0,0,0,1333.333333,0,16000,0.0234675,31.2899997
0,27.916666,66,0,0,0,0,3000,0,36000,0.0470128,141.0383396
0,29.5,12,2,1,0,1,1250,0,12333.33301,0.0389346,48.6682449
0,28.666666,98,4,1,0,1,3166.666667,0,7600,0.0489203,154.9141649
0,24.083334,18,1,0,0,0,1356.333333,0,11298,0.0035847,4.8620553
0,25,23,0,0,0,0,1483.333333,0,17800,0.0670618,99.4749986
0,27.25,6,2,0,0,1,1500,0,6000,0.0703383,105.5074967
0,26.083334,24,1,0,0,0,1833.333333,0,11000,0.1097355,201.1816613
0,44.25,51,3,0,0,1,2916.666667,0,8750,0.0495906,144.6391704
0,31.666666,24,0,0,0,0,2500,1,30000,0.0216923,54.2308344
0,26,38,1,0,0,0,2500,0,15000,0.0844173,211.0433392
0,47.1666679,192,0,2,2,1,1833.333333,0,22000,0.0597018,109.4533348
0,32.4166679,30,0,0,0,0,1666.666667,0,20000,1.3197656,2199.60928
1,22.5,37,0,0,0,0,1875,0,24500,0.0150873,28.2887748
0,25.083334,33,0,0,0,0,1750,0,21000,0.0353867,61.9266666
0,38.5,54,3,0,0,1,3416.666667,0,10500,0.0683038,233.3713459
1,27.416666,7,4,1,1,1,2916.666667,0,12000,0.0517223,150.8568041
0,29.916666,14,1,0,0,1,4000,0,24000,0.007416,29.6641663
0,39.5833321,70,3,0,1,1,2166.666667,0,6500,0.0262308,56.8333333
1,22.75,12,0,0,0,1,1150,0,19800,0.0006061,0.6969697
0,32,21,3,0,0,1,4750,0,14250,0.0356714,169.4391761
0,27.416666,64,0,0,0,0,1250,0,17000,0.0265588,33.1985299
0,51.8333321,125,1,0,0,1,3000,0,18000,0.070965,212.8949985
0,30.083334,12,0,0,0,0,1666.666667,0,25000,0.0942324,157.0540046
0,44.3333321,25,0,0,1,0,1666.666667,0,20000,0.080172,133.6199914
0,36.5,6,0,0,0,1,2708.333333,0,32500,0.1168145,316.3725076
0,29.5,24,1,0,0,1,1500,0,9000,0.0158828,23.8241656
0,41.3333321,147,2,0,1,1,3166.666667,0,12666.66699,0.0075558,23.9266662
0,41.5,132,3,0,0,1,6250,0,18750,0.0125789,78.6183344
0,43.0833321,276,1,0,0,1,1633.333333,0,9800,0.0421107,68.7808346
0,23.916666,2,0,0,0,0,2416.666667,0,29000,0.0517021,124.9466715
0,30.333334,26,0,0,0,1,2500,0,30000,0.077169,192.9225028
0,33.0833321,2,0,0,0,0,2000,0,24000,0.0306425,61.2850003
0,26,18,1,0,0,1,2166.666667,0,21000,0.0473579,102.6086907
0,43.8333321,117,2,1,0,1,2291.666667,0,9166.666992,0.0155851,35.7158335
0,35,39,2,0,0,1,2083.333333,0,10833.33301,0.0767262,159.8461531
0,58.6666679,288,0,0,0,1,1500,0,22200,0.0301356,45.2033803
0,46.5,228,0,0,2,1,1442.75,0,18013,0.0279515,40.326999
0,30.333334,63,0,0,0,1,2775,0,53800,0.0312392,86.6888328
0,27.083334,30,0,0,0,0,2833.333333,0,34500,0.0112481,31.8696604
0,38.9166679,126,2,0,0,1,2241.666667,0,8966.666992,0.0618394,138.6233339
0,31,34,0,0,0,1,3333.333333,1,40000,0.0382832,127.610825
0,47.8333321,155,5,0,0,1,4000,0,8000,0.01175,46.9999984
0,52.0833321,1,0,0,0,0,1050,0,18600,0.0636559,66.8387085
0,43.5833321,13,0,0,0,0,1558.333333,0,18700,0.0006417,1
